date,employee_id,role,hours,hourly_wage
2024-05-02,E2,sales,5.6,17.5
2024-05-02,E3,warehouse,6.88,16.0
2024-05-02,E4,admin,4.27,20.0
2024-05-03,E1,sales,7.93,18.5
2024-05-03,E2,sales,6.81,17.5
2024-05-03,E3,warehouse,4.53,16.0
2024-05-03,E4,admin,2.75,20.0
2024-05-04,E1,sales,6.01,18.5
2024-05-04,E2,sales,8.06,17.5
2024-05-04,E3,warehouse,4.81,16.0
2024-05-04,E4,admin,2.33,20.0
2024-05-05,E1,sales,6.48,18.5
2024-05-05,E2,sales,7.64,17.5
2024-05-05,E3,warehouse,7.8,16.0
2024-05-05,E4,admin,4.63,20.0
2024-05-06,E1,sales,7.34,18.5
2024-05-06,E2,sales,6.21,17.5
2024-05-06,E3,warehouse,8.32,16.0
2024-05-06,E4,admin,5.96,20.0
2024-05-07,E1,sales,5.64,18.5
2024-05-07,E2,sales,6.13,17.5
2024-05-07,E3,warehouse,7.05,16.0
2024-05-07,E4,admin,3.92,20.0
2024-05-08,E1,sales,6.56,18.5
2024-05-08,E2,sales,5.76,17.5
2024-05-08,E3,warehouse,6.46,16.0
2024-05-08,E4,admin,3.73,20.0
2024-05-09,E1,sales,5.36,18.5
2024-05-09,E2,sales,6.56,17.5
2024-05-09,E3,warehouse,6.33,16.0
2024-05-09,E4,admin,5.05,20.0
2024-05-10,E1,sales,6.26,18.5
2024-05-10,E2,sales,8.43,17.5
2024-05-10,E3,warehouse,7.51,16.0
2024-05-10,E4,admin,4.18,20.0
2024-05-11,E1,sales,6.75,18.5
2024-05-11,E2,sales,6.35,17.5
2024-05-11,E3,warehouse,8.18,16.0
2024-05-11,E4,admin,4.42,20.0
2024-05-12,E1,sales,5.72,18.5
2024-05-12,E2,sales,5.17,17.5
2024-05-12,E3,warehouse,3.78,16.0
2024-05-12,E4,admin,5.57,20.0
2024-05-13,E1,sales,3.47,18.5
2024-05-13,E2,sales,6.59,17.5
2024-05-13,E3,warehouse,6.8,16.0
2024-05-13,E4,admin,4.58,20.0
2024-05-14,E1,sales,7.08,18.5
2024-05-14,E2,sales,5.43,17.5
2024-05-14,E3,warehouse,6.46,16.0
2024-05-14,E4,admin,3.57,20.0
2024-05-15,E1,sales,5.62,18.5
2024-05-15,E2,sales,6.09,17.5
2024-05-15,E3,warehouse,6.6,16.0
2024-05-15,E4,admin,4.68,20.0
2024-05-16,E1,sales,4.98,18.5
2024-05-16,E2,sales,5.62,17.5
2024-05-16,E3,warehouse,4.15,16.0
2024-05-16,E4,admin,4.31,20.0
2024-05-17,E1,sales,6.79,18.5
2024-05-17,E2,sales,5.76,17.5
2024-05-17,E3,warehouse,5.42,16.0
2024-05-17,E4,admin,3.46,20.0
2024-05-18,E1,sales,6.58,18.5
2024-05-18,E2,sales,7.81,17.5
2024-05-18,E3,warehouse,4.21,16.0
2024-05-18,E4,admin,4.69,20.0
2024-05-19,E1,sales,6.58,18.5
2024-05-19,E2,sales,6.91,17.5
2024-05-19,E3,warehouse,5.33,16.0
2024-05-19,E4,admin,4.41,20.0
2024-05-20,E1,sales,4.83,18.5
2024-05-20,E2,sales,7.06,17.5
2024-05-20,E3,warehouse,5.81,16.0
2024-05-20,E4,admin,4.07,20.0
2024-05-21,E1,sales,6.15,18.5
2024-05-21,E2,sales,5.78,17.5
2024-05-21,E3,warehouse,6.98,16.0
2024-05-21,E4,admin,4.32,20.0
2024-05-22,E1,sales,3.98,18.5
2024-05-22,E2,sales,5.87,17.5
2024-05-22,E3,warehouse,4.24,16.0
2024-05-22,E4,admin,5.17,20.0
2024-05-23,E1,sales,5.98,18.5
2024-05-23,E2,sales,4.25,17.5
2024-05-23,E3,warehouse,5.35,16.0
2024-05-23,E4,admin,2.45,20.0
2024-05-24,E1,sales,6.2,18.5
2024-05-24,E2,sales,4.94,17.5
2024-05-24,E3,warehouse,5.41,16.0
2024-05-24,E4,admin,4.55,20.0
2024-05-25,E1,sales,5.26,18.5
2024-05-25,E2,sales,5.8,17.5
2024-05-25,E3,warehouse,5.78,16.0
2024-05-25,E4,admin,3.93,20.0
2024-05-26,E1,sales,4.36,18.5
2024-05-26,E2,sales,6.55,17.5
2024-05-26,E3,warehouse,5.14,16.0
2024-05-26,E4,admin,4.13,20.0
2024-05-27,E1,sales,7.08,18.5
2024-05-27,E2,sales,4.24,17.5
2024-05-27,E3,warehouse,5.01,16.0
2024-05-27,E4,admin,4.62,20.0
2024-05-28,E1,sales,5.52,18.5
2024-05-28,E2,sales,5.18,17.5
2024-05-28,E3,warehouse,5.56,16.0
2024-05-28,E4,admin,3.25,20.0
2024-05-29,E1,sales,5.51,18.5
2024-05-29,E2,sales,6.59,17.5
2024-05-29,E3,warehouse,7.04,16.0
2024-05-29,E4,admin,3.92,20.0
2024-05-30,E1,sales,6.95,18.5
2024-05-30,E2,sales,5.95,17.5
2024-05-30,E3,warehouse,7.29,16.0
2024-05-30,E4,admin,5.4,20.0
2024-05-31,E1,sales,6.4,18.5
2024-05-31,E2,sales,5.73,17.5
2024-05-31,E3,warehouse,5.9,16.0
2024-05-31,E4,admin,2.2,20.0
2024-06-01,E1,sales,9.05,18.5
2024-06-01,E2,sales,7.02,17.5
2024-06-01,E3,warehouse,5.1,16.0
2024-06-01,E4,admin,3.11,20.0
2024-06-02,E1,sales,4.91,18.5
2024-06-02,E2,sales,6.22,17.5
2024-06-02,E3,warehouse,6.21,16.0
2024-06-02,E4,admin,3.83,20.0
2024-06-03,E1,sales,5.46,18.5
2024-06-03,E2,sales,7.05,17.5
2024-06-03,E3,warehouse,6.95,16.0
2024-06-03,E4,admin,3.54,20.0
2024-06-04,E1,sales,4.37,18.5
2024-06-04,E2,sales,5.69,17.5
2024-06-04,E3,warehouse,6.34,16.0
2024-06-04,E4,admin,3.87,20.0
2024-06-05,E1,sales,6.83,18.5
2024-06-05,E2,sales,5.87,17.5
2024-06-05,E3,warehouse,6.57,16.0
2024-06-05,E4,admin,3.75,20.0
2024-06-06,E1,sales,6.1,18.5
2024-06-06,E2,sales,7.23,17.5
2024-06-06,E3,warehouse,6.7,16.0
2024-06-06,E4,admin,5.85,20.0
2024-06-07,E1,sales,6.08,18.5
2024-06-07,E2,sales,6.56,17.5
2024-06-07,E3,warehouse,6.82,16.0
2024-06-07,E4,admin,3.55,20.0
2024-06-08,E1,sales,5.76,18.5
2024-06-08,E2,sales,4.67,17.5
2024-06-08,E3,warehouse,5.32,16.0
2024-06-08,E4,admin,2.77,20.0
2024-06-09,E1,sales,5.64,18.5
2024-06-09,E2,sales,7.54,17.5
2024-06-09,E3,warehouse,7.6,16.0
2024-06-09,E4,admin,4.94,20.0
2024-06-10,E1,sales,9.62,18.5
2024-06-10,E2,sales,7.06,17.5
2024-06-10,E3,warehouse,6.76,16.0
2024-06-10,E4,admin,4.82,20.0
2024-06-11,E1,sales,5.22,18.5
2024-06-11,E2,sales,6.32,17.5
2024-06-11,E3,warehouse,7.3,16.0
2024-06-11,E4,admin,3.68,20.0
2024-06-12,E1,sales,6.13,18.5
2024-06-12,E2,sales,6.63,17.5
2024-06-12,E3,warehouse,7.36,16.0
2024-06-12,E4,admin,4.63,20.0
2024-06-13,E1,sales,7.67,18.5
2024-06-13,E2,sales,6.85,17.5
2024-06-13,E3,warehouse,7.25,16.0
2024-06-13,E4,admin,3.56,20.0
2024-06-14,E1,sales,5.55,18.5
2024-06-14,E2,sales,6.08,17.5
2024-06-14,E3,warehouse,5.16,16.0
2024-06-14,E4,admin,3.52,20.0
2024-06-15,E1,sales,5.15,18.5
2024-06-15,E2,sales,7.34,17.5
2024-06-15,E3,warehouse,6.47,16.0
2024-06-15,E4,admin,4.81,20.0
2024-06-16,E1,sales,6.63,18.5
2024-06-16,E2,sales,7.08,17.5
2024-06-16,E3,warehouse,5.72,16.0
2024-06-16,E4,admin,2.59,20.0
2024-06-17,E1,sales,7.0,18.5
2024-06-17,E2,sales,7.34,17.5
2024-06-17,E3,warehouse,4.5,16.0
2024-06-17,E4,admin,5.32,20.0
2024-06-18,E1,sales,6.8,18.5
2024-06-18,E2,sales,5.24,17.5
2024-06-18,E3,warehouse,6.69,16.0
2024-06-18,E4,admin,3.56,20.0
2024-06-19,E1,sales,6.68,18.5
2024-06-19,E2,sales,6.45,17.5
2024-06-19,E3,warehouse,6.14,16.0
2024-06-19,E4,admin,3.06,20.0
2024-06-20,E1,sales,6.42,18.5
2024-06-20,E2,sales,7.12,17.5
2024-06-20,E3,warehouse,5.52,16.0
2024-06-20,E4,admin,2.74,20.0
2024-06-21,E1,sales,5.13,18.5
2024-06-21,E2,sales,4.9,17.5
2024-06-21,E3,warehouse,5.99,16.0
2024-06-21,E4,admin,3.44,20.0
2024-06-22,E1,sales,5.34,18.5
2024-06-22,E2,sales,5.93,17.5
2024-06-22,E3,warehouse,5.19,16.0
2024-06-22,E4,admin,3.1,20.0
2024-06-23,E1,sales,5.42,18.5
2024-06-23,E2,sales,4.59,17.5
2024-06-23,E3,warehouse,3.78,16.0
2024-06-23,E4,admin,2.96,20.0
2024-06-24,E1,sales,6.4,18.5
2024-06-24,E2,sales,6.39,17.5
2024-06-24,E3,warehouse,6.61,16.0
2024-06-24,E4,admin,3.3,20.0
2024-06-25,E1,sales,6.91,18.5
2024-06-25,E2,sales,5.28,17.5
2024-06-25,E3,warehouse,4.62,16.0
2024-06-25,E4,admin,4.54,20.0
2024-06-26,E1,sales,5.21,18.5
2024-06-26,E2,sales,6.72,17.5
2024-06-26,E3,warehouse,4.14,16.0
2024-06-26,E4,admin,4.85,20.0
2024-06-27,E1,sales,5.26,18.5
2024-06-27,E2,sales,7.89,17.5
2024-06-27,E3,warehouse,5.99,16.0
2024-06-27,E4,admin,5.49,20.0
2024-06-28,E1,sales,6.92,18.5
2024-06-28,E2,sales,5.9,17.5
2024-06-28,E3,warehouse,6.24,16.0
2024-06-28,E4,admin,5.17,20.0
2024-06-29,E1,sales,7.45,18.5
2024-06-29,E2,sales,4.81,17.5
2024-06-29,E3,warehouse,7.53,16.0
2024-06-29,E4,admin,4.65,20.0
2024-06-30,E1,sales,5.72,18.5
2024-06-30,E2,sales,6.73,17.5
2024-06-30,E3,warehouse,5.84,16.0
2024-06-30,E4,admin,2.25,20.0
2024-07-01,E1,sales,4.34,18.5
2024-07-01,E2,sales,7.51,17.5
2024-07-01,E3,warehouse,4.77,16.0
2024-07-01,E4,admin,2.58,20.0
2024-07-02,E1,sales,5.69,18.5
2024-07-02,E2,sales,6.69,17.5
2024-07-02,E3,warehouse,8.09,16.0
2024-07-02,E4,admin,5.72,20.0
2024-07-03,E1,sales,6.11,18.5
2024-07-03,E2,sales,6.86,17.5
2024-07-03,E3,warehouse,6.8,16.0
2024-07-03,E4,admin,3.54,20.0
2024-07-04,E1,sales,5.08,18.5
2024-07-04,E2,sales,5.52,17.5
2024-07-04,E3,warehouse,7.26,16.0
2024-07-04,E4,admin,4.14,20.0
2024-07-05,E1,sales,6.53,18.5
2024-07-05,E2,sales,8.13,17.5
2024-07-05,E3,warehouse,5.31,16.0
2024-07-05,E4,admin,4.19,20.0
2024-07-06,E1,sales,6.44,18.5
2024-07-06,E2,sales,6.41,17.5
2024-07-06,E3,warehouse,6.65,16.0
2024-07-06,E4,admin,4.33,20.0
2024-07-07,E1,sales,5.05,18.5
2024-07-07,E2,sales,3.77,17.5
2024-07-07,E3,warehouse,4.55,16.0
2024-07-07,E4,admin,5.17,20.0
2024-07-08,E1,sales,4.54,18.5
2024-07-08,E2,sales,5.98,17.5
2024-07-08,E3,warehouse,6.3,16.0
2024-07-08,E4,admin,5.72,20.0
2024-07-09,E1,sales,5.76,18.5
2024-07-09,E2,sales,5.88,17.5
2024-07-09,E3,warehouse,5.81,16.0
2024-07-09,E4,admin,4.8,20.0
2024-07-10,E1,sales,5.14,18.5
2024-07-10,E2,sales,5.86,17.5
2024-07-10,E3,warehouse,7.3,16.0
2024-07-10,E4,admin,4.06,20.0
2024-07-11,E1,sales,6.82,18.5
2024-07-11,E2,sales,7.15,17.5
2024-07-11,E3,warehouse,4.41,16.0
2024-07-11,E4,admin,2.22,20.0
2024-07-12,E1,sales,6.03,18.5
2024-07-12,E2,sales,7.5,17.5
2024-07-12,E3,warehouse,4.97,16.0
2024-07-12,E4,admin,4.63,20.0
2024-07-13,E1,sales,4.59,18.5
2024-07-13,E2,sales,6.7,17.5
2024-07-13,E3,warehouse,4.76,16.0
2024-07-13,E4,admin,2.24,20.0
2024-07-14,E1,sales,4.36,18.5
2024-07-14,E2,sales,6.79,17.5
2024-07-14,E3,warehouse,5.36,16.0
2024-07-14,E4,admin,3.9,20.0
2024-07-15,E1,sales,8.52,18.5
2024-07-15,E2,sales,6.42,17.5
2024-07-15,E3,warehouse,4.78,16.0
2024-07-15,E4,admin,3.67,20.0
2024-07-16,E1,sales,7.16,18.5
2024-07-16,E2,sales,3.04,17.5
2024-07-16,E3,warehouse,7.78,16.0
2024-07-16,E4,admin,5.02,20.0
2024-07-17,E1,sales,7.47,18.5
2024-07-17,E2,sales,7.61,17.5
2024-07-17,E3,warehouse,7.22,16.0
2024-07-17,E4,admin,4.33,20.0
2024-07-18,E1,sales,5.91,18.5
2024-07-18,E2,sales,7.94,17.5
2024-07-18,E3,warehouse,5.15,16.0
2024-07-18,E4,admin,5.3,20.0
2024-07-19,E1,sales,4.66,18.5
2024-07-19,E2,sales,7.19,17.5
2024-07-19,E3,warehouse,5.24,16.0
2024-07-19,E4,admin,3.98,20.0
2024-07-20,E1,sales,7.51,18.5
2024-07-20,E2,sales,6.36,17.5
2024-07-20,E3,warehouse,7.11,16.0
2024-07-20,E4,admin,2.82,20.0
2024-07-21,E1,sales,7.18,18.5
2024-07-21,E2,sales,6.85,17.5
2024-07-21,E3,warehouse,5.46,16.0
2024-07-21,E4,admin,3.2,20.0
2024-07-22,E1,sales,6.34,18.5
2024-07-22,E2,sales,7.33,17.5
2024-07-22,E3,warehouse,7.18,16.0
2024-07-22,E4,admin,4.79,20.0
2024-07-23,E1,sales,7.5,18.5
2024-07-23,E2,sales,5.19,17.5
2024-07-23,E3,warehouse,5.29,16.0
2024-07-23,E4,admin,2.58,20.0
2024-07-24,E1,sales,6.08,18.5
2024-07-24,E2,sales,4.36,17.5
2024-07-24,E3,warehouse,5.8,16.0
2024-07-24,E4,admin,3.29,20.0
2024-07-25,E1,sales,5.75,18.5
2024-07-25,E2,sales,6.78,17.5
2024-07-25,E3,warehouse,6.57,16.0
2024-07-25,E4,admin,3.76,20.0
2024-07-26,E1,sales,4.36,18.5
2024-07-26,E2,sales,4.94,17.5
2024-07-26,E3,warehouse,7.34,16.0
2024-07-26,E4,admin,4.06,20.0
2024-07-27,E1,sales,7.13,18.5
2024-07-27,E2,sales,5.72,17.5
2024-07-27,E3,warehouse,6.34,16.0
2024-07-27,E4,admin,6.23,20.0
2024-07-28,E1,sales,6.06,18.5
2024-07-28,E2,sales,6.19,17.5
2024-07-28,E3,warehouse,5.1,16.0
2024-07-28,E4,admin,4.9,20.0
2024-07-29,E1,sales,5.96,18.5
2024-07-29,E2,sales,6.45,17.5
2024-07-29,E3,warehouse,5.29,16.0
2024-07-29,E4,admin,3.96,20.0
2024-07-30,E1,sales,5.66,18.5
2024-07-30,E2,sales,5.77,17.5
2024-07-30,E3,warehouse,5.21,16.0
2024-07-30,E4,admin,3.74,20.0
2024-07-31,E1,sales,5.83,18.5
2024-07-31,E2,sales,6.41,17.5
2024-07-31,E3,warehouse,7.38,16.0
2024-07-31,E4,admin,3.41,20.0
2024-08-01,E1,sales,7.64,18.5
2024-08-01,E2,sales,5.94,17.5
2024-08-01,E3,warehouse,7.25,16.0
2024-08-01,E4,admin,3.06,20.0
2024-08-02,E1,sales,5.42,18.5
2024-08-02,E2,sales,6.29,17.5
2024-08-02,E3,warehouse,4.59,16.0
2024-08-02,E4,admin,6.12,20.0
2024-08-03,E1,sales,4.83,18.5
2024-08-03,E2,sales,4.4,17.5
2024-08-03,E3,warehouse,6.56,16.0
2024-08-03,E4,admin,3.52,20.0
2024-08-04,E1,sales,6.36,18.5
2024-08-04,E2,sales,7.84,17.5
2024-08-04,E3,warehouse,7.28,16.0
2024-08-04,E4,admin,3.78,20.0
2024-08-05,E1,sales,5.76,18.5
2024-08-05,E2,sales,5.8,17.5
2024-08-05,E3,warehouse,6.01,16.0
2024-08-05,E4,admin,5.27,20.0
2024-08-06,E1,sales,5.2,18.5
2024-08-06,E2,sales,6.19,17.5
2024-08-06,E3,warehouse,5.23,16.0
2024-08-06,E4,admin,4.5,20.0
2024-08-07,E1,sales,5.61,18.5
2024-08-07,E2,sales,5.93,17.5
2024-08-07,E3,warehouse,6.29,16.0
2024-08-07,E4,admin,3.67,20.0
2024-08-08,E1,sales,5.15,18.5
2024-08-08,E2,sales,5.14,17.5
2024-08-08,E3,warehouse,6.59,16.0
2024-08-08,E4,admin,6.02,20.0
2024-08-09,E1,sales,7.6,18.5
2024-08-09,E2,sales,5.94,17.5
2024-08-09,E3,warehouse,5.77,16.0
2024-08-09,E4,admin,2.81,20.0
2024-08-10,E1,sales,4.45,18.5
2024-08-10,E2,sales,4.42,17.5
2024-08-10,E3,warehouse,6.42,16.0
2024-08-10,E4,admin,4.28,20.0
2024-08-11,E1,sales,6.39,18.5
2024-08-11,E2,sales,7.33,17.5
2024-08-11,E3,warehouse,6.14,16.0
2024-08-11,E4,admin,3.97,20.0
2024-08-12,E1,sales,5.87,18.5
2024-08-12,E2,sales,5.5,17.5
2024-08-12,E3,warehouse,6.67,16.0
2024-08-12,E4,admin,3.86,20.0
2024-08-13,E1,sales,6.92,18.5
2024-08-13,E2,sales,5.52,17.5
2024-08-13,E3,warehouse,6.36,16.0
2024-08-13,E4,admin,2.99,20.0
2024-08-14,E1,sales,5.26,18.5
2024-08-14,E2,sales,3.78,17.5
2024-08-14,E3,warehouse,6.95,16.0
2024-08-14,E4,admin,3.27,20.0
2024-08-15,E1,sales,7.48,18.5
2024-08-15,E2,sales,7.23,17.5
2024-08-15,E3,warehouse,5.65,16.0
2024-08-15,E4,admin,3.8,20.0
2024-08-16,E1,sales,5.88,18.5
2024-08-16,E2,sales,3.4,17.5
2024-08-16,E3,warehouse,5.89,16.0
2024-08-16,E4,admin,5.02,20.0
2024-08-17,E1,sales,7.35,18.5
2024-08-17,E2,sales,6.52,17.5
2024-08-17,E3,warehouse,5.65,16.0
2024-08-17,E4,admin,2.49,20.0
2024-08-18,E1,sales,6.72,18.5
2024-08-18,E2,sales,5.73,17.5
2024-08-18,E3,warehouse,7.45,16.0
2024-08-18,E4,admin,2.54,20.0
2024-08-19,E1,sales,6.33,18.5
2024-08-19,E2,sales,5.33,17.5
2024-08-19,E3,warehouse,5.84,16.0
2024-08-19,E4,admin,4.44,20.0
2024-08-20,E1,sales,6.25,18.5
2024-08-20,E2,sales,5.25,17.5
2024-08-20,E3,warehouse,4.09,16.0
2024-08-20,E4,admin,4.08,20.0
2024-08-21,E1,sales,6.27,18.5
2024-08-21,E2,sales,5.89,17.5
2024-08-21,E3,warehouse,4.03,16.0
2024-08-21,E4,admin,4.14,20.0
2024-08-22,E1,sales,6.16,18.5
2024-08-22,E2,sales,6.23,17.5
2024-08-22,E3,warehouse,2.89,16.0
2024-08-22,E4,admin,2.43,20.0
2024-08-23,E1,sales,6.9,18.5
2024-08-23,E2,sales,5.67,17.5
2024-08-23,E3,warehouse,7.55,16.0
2024-08-23,E4,admin,3.62,20.0
2024-08-24,E1,sales,6.55,18.5
2024-08-24,E2,sales,6.85,17.5
2024-08-24,E3,warehouse,5.86,16.0
2024-08-24,E4,admin,5.36,20.0
2024-08-25,E1,sales,7.1,18.5
2024-08-25,E2,sales,6.56,17.5
2024-08-25,E3,warehouse,5.81,16.0
2024-08-25,E4,admin,2.67,20.0
2024-08-26,E1,sales,5.76,18.5
2024-08-26,E2,sales,5.27,17.5
2024-08-26,E3,warehouse,5.41,16.0
2024-08-26,E4,admin,3.59,20.0
2024-08-27,E1,sales,4.93,18.5
2024-08-27,E2,sales,5.09,17.5
2024-08-27,E3,warehouse,5.64,16.0
2024-08-27,E4,admin,3.71,20.0
2024-08-28,E1,sales,6.13,18.5
2024-08-28,E2,sales,5.25,17.5
2024-08-28,E3,warehouse,5.63,16.0
2024-08-28,E4,admin,4.87,20.0
2024-08-29,E1,sales,5.56,18.5
2024-08-29,E2,sales,6.88,17.5
2024-08-29,E3,warehouse,7.39,16.0
2024-08-29,E4,admin,3.53,20.0
2024-08-30,E1,sales,6.06,18.5
2024-08-30,E2,sales,4.97,17.5
2024-08-30,E3,warehouse,5.99,16.0
2024-08-30,E4,admin,3.78,20.0
2024-08-31,E1,sales,6.05,18.5
2024-08-31,E2,sales,6.64,17.5
2024-08-31,E3,warehouse,4.2,16.0
2024-08-31,E4,admin,2.51,20.0
2024-09-01,E1,sales,5.47,18.5
2024-09-01,E2,sales,4.24,17.5
2024-09-01,E3,warehouse,6.53,16.0
2024-09-01,E4,admin,3.12,20.0
2024-09-02,E1,sales,8.75,18.5
2024-09-02,E2,sales,6.04,17.5
2024-09-02,E3,warehouse,4.14,16.0
2024-09-02,E4,admin,2.01,20.0
2024-09-03,E1,sales,5.33,18.5
2024-09-03,E2,sales,6.68,17.5
2024-09-03,E3,warehouse,4.93,16.0
2024-09-03,E4,admin,3.84,20.0
2024-09-04,E1,sales,5.39,18.5
2024-09-04,E2,sales,6.64,17.5
2024-09-04,E3,warehouse,5.54,16.0
2024-09-04,E4,admin,4.02,20.0
2024-09-05,E1,sales,7.26,18.5
2024-09-05,E2,sales,6.59,17.5
2024-09-05,E3,warehouse,4.79,16.0
2024-09-05,E4,admin,4.63,20.0
2024-09-06,E1,sales,4.26,18.5
2024-09-06,E2,sales,6.06,17.5
2024-09-06,E3,warehouse,4.62,16.0
2024-09-06,E4,admin,4.47,20.0
2024-09-07,E1,sales,7.77,18.5
2024-09-07,E2,sales,6.14,17.5
2024-09-07,E3,warehouse,6.8,16.0
2024-09-07,E4,admin,2.82,20.0
2024-09-08,E1,sales,5.19,18.5
2024-09-08,E2,sales,5.57,17.5
2024-09-08,E3,warehouse,6.73,16.0
2024-09-08,E4,admin,4.4,20.0
2024-09-09,E1,sales,7.32,18.5
2024-09-09,E2,sales,6.55,17.5
2024-09-09,E3,warehouse,7.6,16.0
2024-09-09,E4,admin,3.91,20.0
2024-09-10,E1,sales,6.67,18.5
2024-09-10,E2,sales,5.14,17.5
2024-09-10,E3,warehouse,5.06,16.0
2024-09-10,E4,admin,3.75,20.0
2024-09-11,E1,sales,5.81,18.5
2024-09-11,E2,sales,4.52,17.5
2024-09-11,E3,warehouse,6.3,16.0
2024-09-11,E4,admin,3.79,20.0
2024-09-12,E1,sales,4.92,18.5
2024-09-12,E2,sales,4.1,17.5
2024-09-12,E3,warehouse,5.63,16.0
2024-09-12,E4,admin,5.32,20.0
2024-09-13,E1,sales,4.67,18.5
2024-09-13,E2,sales,5.25,17.5
2024-09-13,E3,warehouse,5.03,16.0
2024-09-13,E4,admin,4.13,20.0
2024-09-14,E1,sales,8.75,18.5
2024-09-14,E2,sales,5.92,17.5
2024-09-14,E3,warehouse,5.53,16.0
2024-09-14,E4,admin,3.95,20.0
2024-09-15,E1,sales,6.64,18.5
2024-09-15,E2,sales,5.72,17.5
2024-09-15,E3,warehouse,5.07,16.0
2024-09-15,E4,admin,3.24,20.0
2024-09-16,E1,sales,6.8,18.5
2024-09-16,E2,sales,7.81,17.5
2024-09-16,E3,warehouse,5.16,16.0
2024-09-16,E4,admin,3.14,20.0
2024-09-17,E1,sales,7.22,18.5
2024-09-17,E2,sales,5.49,17.5
2024-09-17,E3,warehouse,2.9,16.0
2024-09-17,E4,admin,3.91,20.0
2024-09-18,E1,sales,4.49,18.5
2024-09-18,E2,sales,6.17,17.5
2024-09-18,E3,warehouse,4.93,16.0
2024-09-18,E4,admin,5.53,20.0
2024-09-19,E1,sales,4.79,18.5
2024-09-19,E2,sales,7.16,17.5
2024-09-19,E3,warehouse,3.34,16.0
2024-09-19,E4,admin,2.6,20.0
2024-09-20,E1,sales,3.88,18.5
2024-09-20,E2,sales,6.63,17.5
2024-09-20,E3,warehouse,5.34,16.0
2024-09-20,E4,admin,3.94,20.0
2024-09-21,E1,sales,5.69,18.5
2024-09-21,E2,sales,7.15,17.5
2024-09-21,E3,warehouse,6.24,16.0
2024-09-21,E4,admin,5.03,20.0
2024-09-22,E1,sales,6.98,18.5
2024-09-22,E2,sales,5.38,17.5
2024-09-22,E3,warehouse,4.59,16.0
2024-09-22,E4,admin,3.4,20.0
2024-09-23,E1,sales,5.52,18.5
2024-09-23,E2,sales,6.08,17.5
2024-09-23,E3,warehouse,6.49,16.0
2024-09-23,E4,admin,5.32,20.0
2024-09-24,E1,sales,6.11,18.5
2024-09-24,E2,sales,5.34,17.5
2024-09-24,E3,warehouse,5.54,16.0
2024-09-24,E4,admin,2.71,20.0
2024-09-25,E1,sales,5.35,18.5
2024-09-25,E2,sales,4.6,17.5
2024-09-25,E3,warehouse,5.89,16.0
2024-09-25,E4,admin,5.79,20.0
2024-09-26,E1,sales,7.46,18.5
2024-09-26,E2,sales,4.65,17.5
2024-09-26,E3,warehouse,6.95,16.0
2024-09-26,E4,admin,4.42,20.0
2024-09-27,E1,sales,6.26,18.5
2024-09-27,E2,sales,4.57,17.5
2024-09-27,E3,warehouse,6.52,16.0
2024-09-27,E4,admin,8.09,20.0
2024-09-28,E1,sales,5.74,18.5
2024-09-28,E2,sales,4.17,17.5
2024-09-28,E3,warehouse,5.31,16.0
2024-09-28,E4,admin,2.73,20.0
2024-09-29,E1,sales,7.51,18.5
2024-09-29,E2,sales,6.97,17.5
2024-09-29,E3,warehouse,6.46,16.0
2024-09-29,E4,admin,3.9,20.0
2024-09-30,E1,sales,5.96,18.5
2024-09-30,E2,sales,3.86,17.5
2024-09-30,E3,warehouse,6.24,16.0
2024-09-30,E4,admin,5.28,20.0
2024-10-01,E1,sales,6.61,18.5
2024-10-01,E2,sales,7.2,17.5
2024-10-01,E3,warehouse,5.79,16.0
2024-10-01,E4,admin,3.98,20.0
2024-10-02,E1,sales,6.68,18.5
2024-10-02,E2,sales,4.26,17.5
2024-10-02,E3,warehouse,6.0,16.0
2024-10-02,E4,admin,4.44,20.0
2024-10-03,E1,sales,7.32,18.5
2024-10-03,E2,sales,4.32,17.5
2024-10-03,E3,warehouse,6.98,16.0
2024-10-03,E4,admin,3.09,20.0
2024-10-04,E1,sales,5.44,18.5
2024-10-04,E2,sales,6.1,17.5
2024-10-04,E3,warehouse,5.62,16.0
2024-10-04,E4,admin,4.0,20.0
2024-10-05,E1,sales,5.42,18.5
2024-10-05,E2,sales,6.16,17.5
2024-10-05,E3,warehouse,8.36,16.0
2024-10-05,E4,admin,2.9,20.0
2024-10-06,E1,sales,6.2,18.5
2024-10-06,E2,sales,7.27,17.5
2024-10-06,E3,warehouse,6.95,16.0
2024-10-06,E4,admin,2.43,20.0
2024-10-07,E1,sales,7.85,18.5
2024-10-07,E2,sales,5.89,17.5
2024-10-07,E3,warehouse,7.09,16.0
2024-10-07,E4,admin,4.0,20.0
2024-10-08,E1,sales,5.03,18.5
2024-10-08,E2,sales,6.11,17.5
2024-10-08,E3,warehouse,6.12,16.0
2024-10-08,E4,admin,4.43,20.0
2024-10-09,E1,sales,7.11,18.5
2024-10-09,E2,sales,4.65,17.5
2024-10-09,E3,warehouse,5.66,16.0
2024-10-09,E4,admin,2.23,20.0
2024-10-10,E1,sales,6.87,18.5
2024-10-10,E2,sales,5.1,17.5
2024-10-10,E3,warehouse,6.54,16.0
2024-10-10,E4,admin,5.1,20.0
2024-10-11,E1,sales,5.42,18.5
2024-10-11,E2,sales,7.9,17.5
2024-10-11,E3,warehouse,8.04,16.0
